scenario,scenario_label,policy,storage_power_mw,storage_energy_mwh,overlap_hours,total_charge_mwh,total_discharge_mwh,mean_battery_power_utilization,max_battery_power_utilization,mean_battery_energy_utilization,renewable_input_mwh,renewable_direct_mwh,curtailment_mwh,renewable_backed_battery_discharge_mwh,renewable_backed_supply_mwh,peak_residual_nonrenewable_mw,mean_residual_nonrenewable_mw,load_shed_mwh,overgeneration_mwh,optimized_gas_dispatch_mwh,optimized_gas_peak_mw,high_gas_hour_battery_discharge_mwh,historical_gas_context_mwh,high_gas_hour_count,battery_throughput_utilization,renewable_utilization_rate,curtailment_rate,renewable_backed_average_mw,mean_battery_output_mw,high_gas_hour_average_discharge_mw,historical_high_gas_mwh,high_gas_hour_coverage_ratio,optimized_gas_dispatch_reduction_vs_no_storage_mwh,optimized_gas_peak_reduction_vs_no_storage_mw,battery_utilization_improvement_vs_historical_pp,peak_residual_nonrenewable_reduction_vs_historical_mw,renewable_utilization_improvement_vs_historical_pp,renewable_backed_average_mw_delta_vs_historical,gas_generation_saved_vs_historical_mwh,average_gas_generation_saved_mw,gas_peak_reduction_vs_historical_mw
current_ontario_storage,Current observed storage fleet in source files,historical_actual,1129.0,4516.0,6423,0.0,177900.0,0.0598943700010109,1.0,0.0,9497971.0,9497971.0,0.0,0.0,0.0,24068.0,14861.761793554411,0.0,0.0,0.0,,0.0,23643979.0,645,0.1471957716173621,1.0,0.0,0.0,27.697337692666977,0.0,4126781.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
current_ontario_storage,Current observed storage fleet in source files,forecast_informed_uc,1129.0,4516.0,6423,1096558.4427878768,986902.598509089,0.1360950810368419,1.0,0.5469584267361974,9525033.79257868,8428475.349790802,0.0,986902.598509089,9415377.948299892,23414.0,14902.318083714794,0.0,0.0,4372068.354343673,6409.0,190409.64419145408,23643979.0,645,0.8165704862210518,0.9999999999999998,0.0,1465.8847809901747,153.6513464905946,295.2087506844249,4126781.0,0.0461399924520962,,,7.6200711035831,654.0,-2.220446049250313e-14,1465.8847809901747,19271910.645656325,3000.4531598406234,1619.0
